0	0	0	0	0	0	0:0:0	0	0
1	80	100	70	20	1	0:0:35	1	1200
2	105	135	95	25	1	0:4:10	1	1700
3	140	175	125	35	1	0:8:50	2	2300
4	190	235	165	45	1	0:16:30	2	3100
5	250	315	220	65	1	0:39:0	2	4000
6	335	415	290	85	1	1:28:0	3	5000
7	445	555	385	110	1	2:10:0	4	6300
8	590	735	515	145	1	3:0:0	4	7700
9	785	980	685	195	1	3:40:0	5	9600
10	1040	1300	910	260	1	4:15:0	6	12000
11	1385	1730	1210	345	2	5:10:0	7	14400
12	1845	2305	1610	460	2	6:5:0	9	18000
13	2450	3065	2145	615	2	7:10:0	11	22000
14	3260	4075	2850	815	2	8:5:0	13	26000
15	4335	5420	3795	1085	2	9:20:0	15	32000
16	5765	7205	5045	1440	2	10:25:0	18	38000
17	7670	9585	6710	1915	2	12:5:0	22	45000
18	10200	12750	8925	2550	2	14:20:0	27	55000
19	13565	16955	11870	3390	2	16:30:0	32	66000
20	18040	22550	15785	4510	2	18:40:0	38	80000
№	лес	глина	железо	зерно	потреб.	время	ЕК	вместимость
Амбар
