0	0	0	0	0	0	0:0:0	0	0
1	100	80	30	60	3	0:0:30	1	7
2	165	135	50	100	2	0:2:15	1	13
3	280	225	85	165	2	0:7:30	2	21
4	465	375	140	280	2	0:30:0	2	31
5	780	620	235	465	2	1:0:0	2	46
6	1300	1040	390	780	2	2:0:0	3	70
7	2170	1735	650	1300	2	3:0:0	4	98
8	3625	2900	1085	2175	2	6:0:0	4	140
9	6050	4840	1815	3630	2	9:0:0	5	203
10	10105	8080	3030	6060	2	13:30:0	6	280
11	16870	13500	5060	10125	3	18:0:0	7	392
12	28175	22540	8455	16905	3	22:30:0	9	525
13	47055	37645	14115	28230	3	27:0:0	11	693
14	78580	62865	23575	47150	3	33:0:0	13	889
15	131230	104985	39370	78740	3	37:30:0	15	1120
16	219155	175320	65745	131490	3	45:0:0	18	1400
17	365985	292790	109795	219590	3	60:0:0	22	1820
18	611195	488955	183360	366715	3	75:0:0	27	2240
19	1020695	816555	306210	612420	3	90:0:0	32	2800
20	1704565	1363650	511370	1022740	3	120:0:0	38	3430
№	лес	глина	железо	зерно	потреб.	время	ЕК	Производство
Железный рудник
