0	0	0	0	0	0	0:0:0	0	0
1	780	420	660	300	5	0:11:0	2	100
2	1000	540	845	385	3	0:16:0	3	90
3	1280	690	1080	490	3	0:23:0	3	81
4	1635	880	1385	630	3	0:34:0	4	73
5	2095	1125	1770	805	3	1:7:0	5	66
6	2680	1445	2270	1030	3	2:20:0	6	59
7	3430	1845	2905	1320	3	3:25:0	7	53
8	4390	2365	3715	1690	3	4:35:0	9	48
9	5620	3025	4755	2160	3	5:35:0	10	43
10	7195	3875	6085	2765	3	6:25:0	12	39
11	9210	4960	7790	3540	4	7:45:0	15	35
12	11785	6345	9975	4535	4	9:5:0	18	31
13	15085	8125	12765	5805	4	10:40:0	21	28
14	19310	10400	16340	7430	4	12:5:0	26	25
15	24720	13310	20915	9505	4	13:55:0	31	23
16	31640	17035	26775	12170	4	15:35:0	37	21
17	40500	21810	34270	15575	4	18:0:0	44	19
18	51840	27915	43865	19940	4	21:15:0	53	17
19	66355	35730	56145	25520	4	24:30:0	64	15
20	84935	45735	71870	32665	4	27:40:0	77	14
№	лес	глина	железо	зерно	потреб.	время	ЕК	% времени
								обучения
Большая конюшня
