0	0	0	0	0	0	0:0:0	0	0
1	180	130	150	80	3	0:0:35	5	3
2	930	890	930	320	2	0:4:25	6	6
3	1240	1185	1240	425	2	0:9:25	7	9
4	1645	1575	1645	565	2	0:17:30	8	12
5	2190	2095	2190	750	2	0:41:0	10	15
6	2915	2790	2915	1000	2	1:34:0	12	18
7	3875	3710	3875	1330	2	2:20:0	14	21
8	5155	4930	5155	1765	2	3:15:0	17	24
9	6855	6560	6855	2350	2	3:55:0	21	27
10	9115	8725	9115	3125	2	4:30:0	25	30
11	12125	11605	12125	4155	3	5:30:0	30	33
12	16125	15435	16125	5530	3	6:30:0	36	36
13	21445	20525	21445	7350	3	7:40:0	43	39
14	28520	27300	28520	9780	3	8:40:0	51	42
15	37935	36310	37935	13005	3	10:0:0	62	45
16	50450	48290	50450	17300	3	11:15:0	74	48
17	67100	64225	67100	23005	3	13:0:0	89	51
18	89245	85420	89245	30600	3	15:20:0	106	54
19	118695	113605	118695	40695	3	17:40:0	128	57
20	157865	151095	157865	54125	3	20:5:0	153	60
№	лес	глина	железо	зерно	потреб.	время	ЕК	вместимость
Посольство
